,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy
232,Private room,2,1.0,1.0,1.0,Real Bed,94.0,800.0,290.0,10.0,1,0.0,1,26,56,86,361,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
234,Private room,2,1.0,1.0,1.0,Real Bed,79.0,800.0,290.0,10.0,1,0.0,1,27,57,87,361,0.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
235,Entire home/apt,4,1.0,1.0,2.0,Real Bed,156.0,928.0,290.0,25.0,4,15.0,1,0,14,22,244,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
239,Entire home/apt,10,3.0,4.0,4.0,Real Bed,300.0,800.0,290.0,109.0,1,0.0,2,0,0,0,0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
241,Entire home/apt,6,1.0,2.0,3.0,Real Bed,185.0,800.0,400.0,80.0,2,0.0,2,13,28,39,314,24.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict
242,Entire home/apt,4,1.0,1.0,2.0,Real Bed,115.0,500.0,290.0,90.0,1,0.0,3,22,38,38,252,12.0,95.0,10.0,10.0,9.0,10.0,10.0,9.0,0,strict
243,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,800.0,290.0,60.0,1,0.0,2,7,10,40,315,3.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0,flexible
245,Entire home/apt,2,1.0,1.0,1.0,Real Bed,217.0,1351.0,290.0,70.0,2,50.0,1,30,60,90,365,3.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0,moderate
247,Entire home/apt,3,1.0,1.0,1.0,Real Bed,95.0,800.0,290.0,65.0,2,5.0,1,1,9,9,163,38.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
248,Entire home/apt,3,1.0,0.0,1.0,Real Bed,89.0,545.0,290.0,35.0,2,18.0,3,16,38,68,158,57.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
249,Entire home/apt,8,2.0,3.0,5.0,Real Bed,295.0,800.0,150.0,100.0,1,0.0,2,16,39,69,341,0.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
250,Entire home/apt,3,1.0,1.0,1.0,Real Bed,175.0,800.0,290.0,40.0,3,0.0,2,11,41,71,314,61.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,moderate
251,Entire home/apt,4,1.0,1.0,1.0,Real Bed,101.0,650.0,290.0,65.0,2,10.0,3,10,40,70,338,76.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible
254,Entire home/apt,4,1.0,1.0,1.0,Real Bed,130.0,750.0,290.0,75.0,1,0.0,3,17,42,42,262,16.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
255,Entire home/apt,4,1.0,2.0,2.0,Real Bed,125.0,2300.0,400.0,100.0,4,25.0,2,0,22,25,275,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
257,Entire home/apt,2,1.0,0.0,1.0,Real Bed,83.0,800.0,95.0,30.0,1,0.0,1,12,29,57,328,61.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,moderate
258,Entire home/apt,3,1.0,0.0,1.0,Real Bed,65.0,800.0,290.0,65.0,1,0.0,1,0,0,0,116,6.0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0,flexible
260,Entire home/apt,2,1.5,1.0,1.0,Real Bed,119.0,599.0,290.0,65.0,2,10.0,2,21,51,81,349,181.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
265,Entire home/apt,2,1.0,0.0,2.0,Real Bed,125.0,600.0,150.0,75.0,1,0.0,2,0,0,0,241,6.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
267,Entire home/apt,4,1.0,1.0,2.0,Real Bed,161.0,1100.0,150.0,65.0,0,0.0,2,13,32,62,337,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
268,Entire home/apt,3,1.0,0.0,2.0,Real Bed,175.0,800.0,200.0,65.0,0,0.0,1,0,0,0,218,2.0,90.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
270,Entire home/apt,3,1.0,1.0,1.0,Real Bed,150.0,800.0,290.0,65.0,1,0.0,3,12,12,12,93,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
274,Entire home/apt,7,3.0,4.0,4.0,Real Bed,450.0,2500.0,290.0,75.0,1,0.0,3,28,58,88,358,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
277,Entire home/apt,2,1.0,0.0,1.0,Real Bed,125.0,800.0,290.0,50.0,1,0.0,2,27,57,87,362,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
278,Entire home/apt,12,3.0,4.0,7.0,Real Bed,325.0,1950.0,290.0,130.0,7,25.0,4,0,0,0,196,1.0,100.0,10.0,10.0,10.0,10.0,8.0,8.0,0,flexible
279,Entire home/apt,2,1.0,1.0,1.0,Real Bed,156.0,800.0,200.0,50.0,1,0.0,2,30,60,90,365,1.0,60.0,8.0,4.0,10.0,10.0,10.0,4.0,0,strict
281,Entire home/apt,3,1.5,1.0,1.0,Real Bed,100.0,800.0,450.0,45.0,1,0.0,2,7,23,23,256,11.0,90.0,10.0,9.0,10.0,10.0,9.0,9.0,0,moderate
283,Entire home/apt,3,1.0,1.0,2.0,Real Bed,75.0,400.0,290.0,10.0,2,10.0,1,9,9,9,247,18.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
287,Entire home/apt,4,1.0,1.0,1.0,Real Bed,119.0,800.0,290.0,65.0,1,0.0,1,27,57,87,358,0.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,1,flexible
289,Entire home/apt,4,1.0,1.0,2.0,Real Bed,119.0,787.0,200.0,60.0,4,20.0,3,21,44,74,349,30.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,super_strict_30
291,Private room,2,1.0,1.0,1.0,Real Bed,60.0,425.0,290.0,65.0,2,20.0,1,28,58,88,363,1.0,80.0,10.0,6.0,8.0,8.0,6.0,10.0,0,flexible
292,Entire home/apt,4,1.0,1.0,2.0,Real Bed,99.0,800.0,500.0,50.0,2,25.0,2,15,45,75,346,0.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0,moderate
293,Shared room,1,1.0,1.0,1.0,Futon,55.0,800.0,290.0,65.0,1,0.0,1,29,59,89,364,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
294,Private room,2,1.0,1.0,1.0,Real Bed,59.0,350.0,290.0,20.0,1,0.0,1,0,16,46,136,53.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
298,Private room,2,1.0,1.0,1.0,Real Bed,60.0,500.0,290.0,65.0,1,15.0,1,18,45,75,75,94.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate
299,Shared room,2,1.0,1.0,1.0,Futon,75.0,500.0,290.0,65.0,1,0.0,1,30,60,90,365,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
300,Entire home/apt,4,1.0,2.0,2.0,Real Bed,159.0,1029.0,200.0,72.0,4,0.0,3,21,46,76,351,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,super_strict_30
302,Entire home/apt,2,1.0,0.0,1.0,Real Bed,109.0,500.0,290.0,25.0,0,0.0,1,7,19,44,310,0.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
303,Private room,2,1.0,1.0,1.0,Real Bed,50.0,800.0,290.0,65.0,1,10.0,1,28,58,88,363,8.0,90.0,10.0,10.0,10.0,10.0,10.0,9.0,0,flexible
304,Private room,2,2.0,1.0,3.0,Real Bed,120.0,800.0,290.0,75.0,1,18.0,1,0,20,50,325,28.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
305,Entire home/apt,4,1.0,2.0,2.0,Real Bed,159.0,1029.0,200.0,60.0,4,0.0,3,0,0,26,301,15.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0,super_strict_30
306,Entire home/apt,4,1.0,1.0,2.0,Real Bed,113.0,787.0,200.0,60.0,1,0.0,2,12,42,72,347,7.0,94.0,9.0,10.0,9.0,10.0,9.0,9.0,0,strict
309,Entire home/apt,11,3.0,4.0,6.0,Real Bed,350.0,2100.0,300.0,80.0,6,40.0,3,0,0,0,156,0.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,moderate
311,Entire home/apt,8,3.0,3.0,5.0,Real Bed,249.0,800.0,290.0,135.0,1,0.0,2,15,15,42,310,0.0,96.0,9.0,9.0,10.0,9.0,10.0,10.0,0,strict
313,Entire home/apt,2,1.0,1.0,1.0,Real Bed,108.0,725.0,200.0,60.0,2,0.0,3,11,41,71,346,13.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,super_strict_30
315,Private room,2,1.0,1.0,1.0,Real Bed,50.0,500.0,290.0,65.0,1,7.0,27,0,22,52,327,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
316,Entire home/apt,3,1.0,1.0,1.0,Real Bed,103.0,800.0,290.0,65.0,1,0.0,1,8,8,8,13,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
317,Private room,2,2.0,1.0,1.0,Real Bed,90.0,600.0,290.0,65.0,1,0.0,1,25,55,85,360,3.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,0,flexible
318,Private room,2,1.0,1.0,1.0,Real Bed,62.0,800.0,290.0,10.0,1,0.0,1,26,56,86,361,0.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,flexible
319,Entire home/apt,6,2.0,3.0,3.0,Real Bed,365.0,2100.0,500.0,125.0,1,0.0,2,12,42,72,327,5.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
320,Entire home/apt,4,1.0,2.0,3.0,Real Bed,199.0,800.0,290.0,115.0,1,0.0,2,24,54,84,359,3.0,80.0,9.0,10.0,8.0,9.0,9.0,8.0,0,strict
322,Private room,2,1.0,1.0,1.0,Real Bed,55.0,325.0,290.0,75.0,1,10.0,1,28,50,80,355,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
325,Entire home/apt,6,2.0,2.0,3.0,Real Bed,225.0,1100.0,500.0,80.0,4,25.0,2,0,0,30,300,8.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
326,Entire home/apt,6,3.0,3.0,3.0,Real Bed,599.0,800.0,290.0,125.0,1,0.0,2,16,30,60,335,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
327,Entire home/apt,10,3.0,4.0,6.0,Real Bed,450.0,3200.0,500.0,150.0,10,50.0,2,14,22,27,302,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
328,Entire home/apt,2,1.0,0.0,1.0,Real Bed,100.0,800.0,200.0,40.0,1,0.0,2,1,6,36,311,0.0,95.0,10.0,10.0,10.0,10.0,8.0,8.0,0,strict
329,Entire home/apt,10,2.0,3.0,6.0,Real Bed,449.0,800.0,290.0,125.0,8,30.0,2,29,59,89,360,2.0,100.0,10.0,10.0,10.0,10.0,8.0,7.0,0,strict
330,Entire home/apt,5,1.0,3.0,3.0,Real Bed,109.0,800.0,150.0,50.0,1,0.0,3,0,0,0,7,4.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
332,Entire home/apt,3,1.0,0.0,2.0,Real Bed,110.0,800.0,290.0,40.0,1,15.0,1,0,0,0,0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
333,Entire home/apt,2,1.0,0.0,1.0,Real Bed,85.0,800.0,290.0,25.0,1,0.0,2,4,26,28,51,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
334,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,800.0,290.0,65.0,1,0.0,2,0,3,33,308,2.0,100.0,10.0,9.0,10.0,10.0,9.0,10.0,0,moderate
335,Entire home/apt,5,2.0,2.0,2.0,Real Bed,269.0,800.0,500.0,75.0,1,0.0,2,3,3,27,264,15.0,97.0,9.0,9.0,10.0,10.0,9.0,9.0,0,strict
338,Entire home/apt,4,1.0,2.0,3.0,Real Bed,139.0,908.0,200.0,60.0,4,25.0,3,24,47,77,352,20.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,super_strict_30
339,Shared room,1,1.0,1.0,1.0,Real Bed,30.0,800.0,290.0,65.0,1,0.0,1,28,58,88,363,23.0,94.0,10.0,9.0,10.0,10.0,9.0,10.0,0,flexible
340,Entire home/apt,4,2.0,2.0,2.0,Real Bed,299.0,1200.0,500.0,65.0,4,50.0,1,0,0,0,58,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
342,Private room,4,2.0,1.0,3.0,Real Bed,52.0,800.0,290.0,75.0,1,18.0,1,0,19,49,324,6.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
343,Private room,2,1.0,1.0,1.0,Real Bed,45.0,230.0,290.0,65.0,1,10.0,1,19,49,72,345,26.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,0,strict
345,Entire home/apt,10,3.0,4.0,5.0,Real Bed,448.0,2537.0,500.0,189.0,1,0.0,2,26,56,86,361,3.0,90.0,10.0,10.0,8.0,9.0,9.0,9.0,0,strict
346,Private room,2,1.0,1.0,2.0,Real Bed,55.0,800.0,290.0,65.0,1,0.0,1,1,1,1,1,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible
347,Private room,2,1.0,1.0,1.0,Real Bed,30.0,800.0,290.0,65.0,1,0.0,1,12,33,63,338,35.0,94.0,9.0,9.0,10.0,10.0,9.0,10.0,0,flexible
348,Entire home/apt,2,1.0,1.0,1.0,Real Bed,119.0,787.0,200.0,60.0,4,20.0,3,24,54,84,348,14.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,super_strict_30
349,Entire home/apt,5,2.0,2.0,2.0,Real Bed,349.0,800.0,290.0,65.0,1,0.0,2,0,0,0,253,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
352,Entire home/apt,2,1.0,0.0,1.0,Real Bed,52.0,450.0,290.0,65.0,1,0.0,45,15,45,49,264,5.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,flexible
353,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,600.0,290.0,65.0,1,0.0,1,14,44,74,349,3.0,100.0,9.0,10.0,10.0,10.0,9.0,9.0,0,moderate
355,Entire home/apt,10,2.0,3.0,6.0,Real Bed,400.0,800.0,500.0,100.0,4,50.0,3,30,60,90,365,14.0,91.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict
357,Private room,2,1.0,1.0,1.0,Real Bed,45.0,245.0,290.0,20.0,1,0.0,6,0,0,0,56,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
359,Entire home/apt,6,3.5,3.0,3.0,Real Bed,390.0,800.0,500.0,115.0,1,0.0,2,8,16,46,321,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
361,Entire home/apt,4,1.0,1.0,1.0,Real Bed,79.0,500.0,290.0,25.0,2,20.0,2,2,2,2,2,16.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate
363,Entire home/apt,2,1.0,1.0,1.0,Real Bed,120.0,800.0,200.0,45.0,2,0.0,2,20,50,80,355,25.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0,moderate
364,Private room,2,1.0,1.0,1.0,Real Bed,120.0,800.0,290.0,65.0,1,0.0,1,0,0,0,15,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
365,Entire home/apt,3,1.0,1.0,1.0,Real Bed,53.0,315.0,95.0,65.0,3,20.0,1,0,0,0,70,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
366,Private room,1,1.0,1.0,1.0,Real Bed,50.0,800.0,290.0,65.0,1,0.0,1,0,0,0,252,4.0,93.0,10.0,9.0,9.0,9.0,9.0,9.0,0,moderate
369,Private room,2,1.0,1.0,1.0,Real Bed,72.0,541.0,100.0,10.0,1,15.0,1,29,59,89,364,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible
371,Entire home/apt,2,1.0,0.0,2.0,Real Bed,120.0,800.0,290.0,30.0,2,25.0,2,16,39,69,335,47.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
372,Entire home/apt,7,3.0,4.0,4.0,Real Bed,350.0,2200.0,1000.0,300.0,6,0.0,3,30,60,90,365,4.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict
373,Entire home/apt,3,1.0,0.0,2.0,Real Bed,105.0,800.0,200.0,25.0,2,45.0,2,26,56,86,361,19.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict
374,Entire home/apt,4,1.0,1.0,1.0,Real Bed,115.0,585.0,290.0,20.0,2,0.0,2,14,42,45,92,2.0,100.0,8.0,10.0,10.0,10.0,8.0,8.0,0,moderate
375,Private room,2,1.0,1.0,1.0,Real Bed,100.0,800.0,290.0,65.0,1,0.0,1,24,41,71,337,68.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,flexible
378,Shared room,2,1.0,1.0,1.0,Pull-out Sofa,40.0,800.0,290.0,65.0,1,0.0,1,0,0,0,167,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
379,Entire home/apt,5,2.0,2.0,2.0,Real Bed,250.0,1500.0,200.0,100.0,1,0.0,2,21,41,71,161,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
380,Entire home/apt,4,2.0,2.0,2.0,Real Bed,295.0,1794.0,500.0,134.0,1,0.0,2,13,22,35,294,1.0,80.0,10.0,10.0,10.0,10.0,8.0,8.0,0,strict
382,Entire home/apt,5,2.5,2.0,3.0,Real Bed,250.0,800.0,290.0,50.0,2,27.0,2,29,59,89,364,3.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0,moderate
383,Private room,2,1.0,1.0,1.0,Real Bed,60.0,800.0,290.0,10.0,1,0.0,1,24,43,73,348,3.0,73.0,9.0,9.0,7.0,8.0,9.0,7.0,0,moderate
384,Private room,2,1.0,1.0,1.0,Real Bed,75.0,500.0,290.0,65.0,1,0.0,2,16,27,55,319,16.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,flexible
385,Private room,2,1.0,1.0,2.0,Real Bed,30.0,350.0,290.0,65.0,1,5.0,27,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
386,Entire home/apt,2,1.0,0.0,1.0,Futon,85.0,506.0,100.0,20.0,2,75.0,1,12,38,68,343,21.0,93.0,9.0,9.0,10.0,10.0,9.0,10.0,0,strict
387,Private room,2,1.0,1.0,1.0,Real Bed,88.0,875.0,300.0,10.0,2,50.0,1,30,60,90,364,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
388,Shared room,2,1.0,1.0,1.0,Airbed,40.0,800.0,290.0,65.0,1,0.0,1,0,0,12,12,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
391,Entire home/apt,3,1.0,1.0,1.0,Real Bed,135.0,800.0,290.0,20.0,2,25.0,2,26,56,86,361,24.0,99.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict
392,Entire home/apt,2,1.0,1.0,1.0,Real Bed,108.0,800.0,290.0,10.0,2,0.0,1,13,43,73,348,39.0,82.0,9.0,8.0,9.0,9.0,9.0,8.0,0,flexible
395,Private room,2,1.0,1.0,1.0,Real Bed,50.0,325.0,290.0,65.0,1,0.0,1,26,56,86,361,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
396,Entire home/apt,4,1.0,2.0,2.0,Real Bed,179.0,1000.0,500.0,50.0,4,30.0,2,2,29,59,322,66.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict
399,Entire home/apt,3,1.0,1.0,2.0,Real Bed,126.0,800.0,200.0,50.0,1,0.0,2,17,36,57,308,9.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
400,Private room,2,3.5,1.0,1.0,Real Bed,75.0,800.0,290.0,65.0,1,25.0,2,9,15,40,40,10.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,moderate
402,Entire home/apt,4,1.0,2.0,2.0,Real Bed,156.0,995.0,290.0,65.0,3,50.0,4,30,60,90,365,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
403,Private room,2,1.0,1.0,1.0,Real Bed,80.0,380.0,290.0,65.0,1,0.0,2,0,0,0,227,11.0,98.0,10.0,10.0,10.0,9.0,9.0,10.0,0,flexible
404,Entire home/apt,4,1.5,2.0,2.0,Real Bed,100.0,700.0,290.0,60.0,2,10.0,1,0,0,0,233,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
405,Entire home/apt,2,1.0,0.0,1.0,Real Bed,99.0,560.0,300.0,65.0,1,0.0,1,18,44,74,338,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
408,Private room,2,1.0,1.0,1.0,Real Bed,40.0,230.0,290.0,65.0,1,0.0,1,17,47,49,265,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
409,Entire home/apt,3,1.0,1.0,3.0,Real Bed,75.0,800.0,290.0,30.0,1,0.0,2,10,40,70,70,18.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,strict
410,Entire home/apt,2,1.0,0.0,1.0,Real Bed,149.0,800.0,290.0,110.0,1,0.0,2,19,49,79,354,0.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict
411,Entire home/apt,2,1.0,1.0,1.0,Real Bed,61.0,250.0,100.0,50.0,1,0.0,1,0,4,4,175,8.0,97.0,9.0,10.0,10.0,10.0,10.0,8.0,0,moderate
413,Private room,2,1.0,1.0,2.0,Real Bed,40.0,500.0,290.0,65.0,1,7.0,27,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
414,Private room,2,1.0,1.0,2.0,Real Bed,42.0,800.0,290.0,65.0,1,5.0,27,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
415,Entire home/apt,4,1.0,2.0,2.0,Real Bed,85.0,400.0,290.0,20.0,1,0.0,2,0,25,30,303,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
418,Entire home/apt,4,2.0,2.0,2.0,Real Bed,300.0,800.0,290.0,65.0,1,0.0,1,30,60,90,365,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
420,Entire home/apt,2,1.0,1.0,1.0,Real Bed,107.0,800.0,290.0,40.0,2,15.0,1,21,51,79,164,32.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
421,Entire home/apt,4,1.0,1.0,1.0,Real Bed,79.0,800.0,290.0,29.0,2,29.0,1,25,52,82,299,11.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate
422,Entire home/apt,9,1.0,3.0,4.0,Real Bed,155.0,1350.0,290.0,65.0,4,10.0,1,27,57,87,348,14.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
423,Private room,1,1.0,1.0,1.0,Real Bed,45.0,300.0,290.0,65.0,1,0.0,6,24,54,84,359,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
424,Entire home/apt,6,1.0,2.0,2.0,Real Bed,180.0,800.0,290.0,65.0,1,0.0,1,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
425,Private room,2,1.0,1.0,1.0,Real Bed,119.0,749.0,290.0,25.0,1,0.0,1,29,59,89,364,3.0,93.0,9.0,10.0,10.0,10.0,10.0,9.0,1,flexible
426,Entire home/apt,4,1.0,2.0,2.0,Real Bed,119.0,846.0,200.0,60.0,4,20.0,3,24,54,84,359,13.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,super_strict_30
428,Entire home/apt,5,1.0,2.0,3.0,Real Bed,217.0,800.0,250.0,70.0,4,15.0,1,29,59,89,364,5.0,90.0,10.0,9.0,10.0,10.0,9.0,9.0,0,moderate
429,Private room,2,1.0,1.0,1.0,Real Bed,70.0,800.0,290.0,65.0,1,0.0,2,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
430,Private room,2,2.0,1.0,2.0,Real Bed,144.0,800.0,290.0,65.0,2,50.0,2,0,5,35,310,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
431,Entire home/apt,4,1.0,2.0,2.0,Real Bed,169.0,800.0,290.0,35.0,4,25.0,2,29,59,89,364,5.0,84.0,8.0,10.0,9.0,8.0,9.0,8.0,1,strict
433,Entire home/apt,4,1.0,1.0,1.0,Real Bed,89.0,615.0,290.0,65.0,2,25.0,2,14,22,50,314,172.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
435,Entire home/apt,3,1.0,2.0,2.0,Real Bed,115.0,775.0,300.0,70.0,1,0.0,2,0,3,33,301,25.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
436,Entire home/apt,5,1.0,2.0,2.0,Real Bed,150.0,1100.0,290.0,80.0,1,0.0,2,0,12,42,317,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
437,Entire home/apt,4,1.0,0.0,1.0,Real Bed,150.0,800.0,290.0,35.0,1,25.0,2,30,60,90,365,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
439,Private room,2,1.0,1.0,1.0,Real Bed,100.0,400.0,200.0,30.0,1,0.0,2,27,57,87,362,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
442,Entire home/apt,3,1.0,2.0,2.0,Real Bed,135.0,800.0,290.0,65.0,1,0.0,2,21,51,81,356,0.0,96.0,9.0,10.0,10.0,10.0,10.0,9.0,0,strict
444,Entire home/apt,7,1.0,1.0,4.0,Real Bed,250.0,1190.0,250.0,75.0,6,20.0,2,29,59,89,364,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
445,Private room,2,1.0,1.0,1.0,Real Bed,40.0,800.0,100.0,65.0,1,0.0,2,10,31,55,330,0.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate
453,Entire home/apt,10,2.0,3.0,2.0,Real Bed,350.0,800.0,290.0,65.0,8,50.0,2,28,58,88,363,0.0,80.0,8.0,8.0,10.0,10.0,8.0,9.0,0,moderate
456,Entire home/apt,10,2.0,3.0,3.0,Real Bed,399.0,2500.0,300.0,80.0,1,0.0,2,17,38,68,165,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
457,Entire home/apt,6,2.0,4.0,4.0,Real Bed,345.0,2000.0,200.0,75.0,6,40.0,2,18,39,69,316,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
458,Private room,2,1.0,1.0,1.0,Real Bed,75.0,360.0,290.0,65.0,1,0.0,14,30,60,90,365,0.0,90.0,9.0,8.0,9.0,9.0,9.0,9.0,0,flexible
